Dia_da_Semana;Data;Hora;Temperatura;Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Irradiacao;energia_gerada
seg;07/03/2022;4:00;;;;;;34101
seg;07/03/2022;5:00;;;;;;34113
seg;07/03/2022;6:00;;;;;;34125
seg;07/03/2022;7:00;;;;;;34137
seg;07/03/2022;8:00;;;;;;34149
seg;07/03/2022;9:00;;;;;;34161
seg;07/03/2022;10:00;22,4;0;186;;78,7;34173
seg;07/03/2022;11:00;23,3;0;147;0;302,1;34185
seg;07/03/2022;12:00;24,5;0;146;0;589;34197
seg;07/03/2022;13:00;27,3;0;152;1,8;1335,9;34209
seg;07/03/2022;14:00;27,7;0,1;115;4,2;1318,1;34221
seg;07/03/2022;15:00;28,7;0,3;102;5,8;1740,2;34233
seg;07/03/2022;16:00;28,3;3,3;108;9,1;2103,9;34245
seg;07/03/2022;17:00;28,7;4,3;96;9,1;2275;34257
seg;07/03/2022;18:00;27,3;3,3;96;10,7;1802,1;34269
seg;07/03/2022;19:00;27,8;3,2;95;8,4;1198,6;34281
seg;07/03/2022;20:00;26,7;1,5;96;8,8;651,5;34293
seg;07/03/2022;21:00;26,3;0,3;96;7,6;248,9;34305
seg;07/03/2022;22:00;26;0,3;96;5;18,8;34317
seg;07/03/2022;23:00;25,8;0;96;3,6;;34329
ter;08/03/2022;0:00;;;;;;34341
ter;08/03/2022;1:00;;;;;;34353
ter;08/03/2022;2:00;;;;;;34365
ter;08/03/2022;3:00;;;;;;34377
ter;08/03/2022;4:00;;;;;;34389
ter;08/03/2022;5:00;;;;;;34401
ter;08/03/2022;6:00;;;;;;34413
ter;08/03/2022;7:00;;;;;;34425
ter;08/03/2022;8:00;;;;;;34437
ter;08/03/2022;9:00;;;;;;34449
ter;08/03/2022;10:00;23;;;;1,8;34461
ter;08/03/2022;11:00;23,8;0;90;0;183,8;34473
ter;08/03/2022;12:00;26,5;0;95;0;963,1;34485
ter;08/03/2022;13:00;28,1;0;96;4;1553,5;34497
ter;08/03/2022;14:00;29,3;0,8;96;5,3;2324,8;34509
ter;08/03/2022;15:00;29,5;1,6;96;6,5;2652,3;34521
ter;08/03/2022;16:00;28,4;3;96;7,3;2560,8;34533
ter;08/03/2022;17:00;28,5;2,1;96;7;2591,3;34545
ter;08/03/2022;18:00;28,6;1,9;96;7,3;2581,9;34557
ter;08/03/2022;19:00;27,6;3,5;96;6,5;2294,7;34569
ter;08/03/2022;20:00;26,9;0,6;96;6,5;1434,3;34581
ter;08/03/2022;21:00;26,6;1,6;96;6,8;779,8;34593
ter;08/03/2022;22:00;26,4;0;96;5,8;25,9;34605
ter;08/03/2022;23:00;25,7;0;96;7,3;;34617
qua;09/03/2022;0:00;24,7;0,3;96;8,6;;34629
qua;09/03/2022;1:00;23,5;0;96;6,4;;34641
qua;09/03/2022;2:00;25,4;0,1;96;2,9;;34653
qua;09/03/2022;3:00;25,6;1,5;96;6,5;;34665
qua;09/03/2022;4:00;25,7;0,8;96;6,5;;34677
qua;09/03/2022;5:00;;;;;;34689
qua;09/03/2022;6:00;;;;;;34701
qua;09/03/2022;7:00;;;;;;34713
qua;09/03/2022;8:00;;;;;;34725
qua;09/03/2022;9:00;;;;;;34737
qua;09/03/2022;10:00;25,3;0,4;101;;60,7;34749
qua;09/03/2022;11:00;26,7;2,3;101;5,5;425,7;34761
qua;09/03/2022;12:00;27,9;2,8;101;8,1;1338,4;34773
qua;09/03/2022;13:00;27,8;2,5;68;8,1;2105,7;34785
qua;09/03/2022;14:00;27,7;1,4;73;7,7;2202;34797
qua;09/03/2022;15:00;28,5;2,2;62;7;1147;34809
qua;09/03/2022;16:00;28,1;5,2;83;9,5;1695,5;34821
qua;09/03/2022;17:00;27,8;2;58;9,5;844,7;34833
qua;09/03/2022;18:00;27,6;1,6;51;8,6;1210,9;34845
qua;09/03/2022;19:00;27,3;0,9;59;7,5;397,7;34857
qua;09/03/2022;20:00;27,1;1,8;51;7,3;175,1;34869
qua;09/03/2022;21:00;26,3;0;56;6,2;140,1;34881
qua;09/03/2022;22:00;23;1,5;62;8,4;8,1;34893
qua;09/03/2022;23:00;23,3;0;62;6,3;0,9;34905
qui;10/03/2022;0:00;23,5;1,2;62;5,7;0,9;34917
qui;10/03/2022;1:00;23,5;0;62;5,7;;34929
qui;10/03/2022;2:00;;;;;;34941
qui;10/03/2022;3:00;;;;;;34953
qui;10/03/2022;4:00;;;;;;34965
qui;10/03/2022;5:00;;;;;;34977
qui;10/03/2022;6:00;;;;;;34989
qui;10/03/2022;7:00;;;;;;35001
qui;10/03/2022;8:00;;;;;;35013
qui;10/03/2022;9:00;;;;;;35025
qui;10/03/2022;10:00;23,3;0;113;;74,1;35037
qui;10/03/2022;11:00;24;0;113;0;354,3;35049
qui;10/03/2022;12:00;25,3;0;113;0,9;985,6;35061
qui;10/03/2022;13:00;26,5;0;113;0;1265,8;35073
qui;10/03/2022;14:00;28,7;0;113;2,2;2087;35085
qui;10/03/2022;15:00;28,1;0,8;113;3,7;2017,2;35097
qui;10/03/2022;16:00;28,9;1;118;5,9;2055,5;35109
qui;10/03/2022;17:00;27,4;0,1;118;5,4;840,5;35121
qui;10/03/2022;18:00;27,1;0,2;118;4,3;997,1;35133
qui;10/03/2022;19:00;26,4;0,4;118;6;252,8;35145
qui;10/03/2022;20:00;22,9;0;118;9,1;17,3;35157
qui;10/03/2022;21:00;22,8;0;118;0;3,7;35169
qui;10/03/2022;22:00;22,8;0;118;0;;35181
qui;10/03/2022;23:00;23;0;118;0;;35193
sex;11/03/2022;0:00;23,3;0;118;0;;35205
sex;11/03/2022;1:00;23,5;0;118;0;0,2;35217
sex;11/03/2022;2:00;;;;;;35229
sex;11/03/2022;3:00;;;;;;35241
sex;11/03/2022;4:00;;;;;;35253
sex;11/03/2022;5:00;;;;;;35265
sex;11/03/2022;6:00;;;;;;35277
sex;11/03/2022;7:00;;;;;;35289
sex;11/03/2022;8:00;;;;;;35301
sex;11/03/2022;9:00;;;;;;35313
sex;11/03/2022;10:00;;;;;;35325
sex;11/03/2022;11:00;23;0;118;;30,8;35337
sex;11/03/2022;12:00;23,5;0;118;0;218,4;35349
sex;11/03/2022;13:00;23,5;0;118;1,5;423,2;35361
sex;11/03/2022;14:00;24,5;0;118;0;745,7;35373
sex;11/03/2022;15:00;25;0,1;118;2,3;929,4;35385
sex;11/03/2022;16:00;25,6;0;118;2,3;1179,5;35397
sex;11/03/2022;17:00;25,8;0;118;2,4;1120,3;35409
sex;11/03/2022;18:00;26,2;0;118;0;889,4;35421
sex;11/03/2022;19:00;26,4;0;118;0,7;1026,9;35433
sex;11/03/2022;20:00;26,4;0;118;1,7;786,5;35445
sex;11/03/2022;21:00;25,5;0,1;118;2,9;416;35457
sex;11/03/2022;22:00;24,6;0;118;2,9;39,4;35469
sex;11/03/2022;23:00;;;;;;35481
sáb;12/03/2022;0:00;;;;;;35493
sáb;12/03/2022;1:00;;;;;;35505
sáb;12/03/2022;2:00;;;;;;35517
sáb;12/03/2022;3:00;;;;;;35529
sáb;12/03/2022;4:00;;;;;;35541
sáb;12/03/2022;5:00;;;;;;35553
sáb;12/03/2022;6:00;;;;;;35565
sáb;12/03/2022;7:00;;;;;;35577
sáb;12/03/2022;8:00;;;;;;35589
sáb;12/03/2022;9:00;;;;;;35601
sáb;12/03/2022;10:00;23;0,2;118;;6;35613
sáb;12/03/2022;11:00;22,4;0;118;5,9;45,1;35625
sáb;12/03/2022;12:00;22,9;0;118;0,6;217,4;35637
sáb;12/03/2022;13:00;25,5;0;118;0;1163,5;35649
sáb;12/03/2022;14:00;27,5;0,3;118;4,7;2491,9;35661
sáb;12/03/2022;15:00;27,2;0,4;118;5,3;2452,5;35673
sáb;12/03/2022;16:00;27,3;0,1;118;5,3;1747,1;35685
sáb;12/03/2022;17:00;27,2;0,1;118;3,5;1630,6;35697
sáb;12/03/2022;18:00;27,6;0,3;118;5,8;2110,7;35709
sáb;12/03/2022;19:00;27,2;1,7;118;6,8;2140;35721
sáb;12/03/2022;20:00;27,4;1,3;118;7,9;1620,4;35733
sáb;12/03/2022;21:00;26,2;2,2;118;7,4;473,4;35745
sáb;12/03/2022;22:00;25,8;0;118;6,4;29,2;35757
sáb;12/03/2022;23:00;24,9;0,6;118;5,5;;35769
dom;13/03/2022;0:00;23,8;1,4;118;6;;35781
dom;13/03/2022;1:00;23,9;0,1;118;6;;35793
dom;13/03/2022;2:00;22,8;0;118;3;;35805
dom;13/03/2022;3:00;22,3;0,8;118;6,4;;35817
dom;13/03/2022;4:00;22;1,1;118;7,5;1,6;35829
dom;13/03/2022;5:00;22,5;0;118;4,6;0,4;35841
dom;13/03/2022;6:00;;;;;;35853
dom;13/03/2022;7:00;;;;;;35865
dom;13/03/2022;8:00;;;;;;35877
dom;13/03/2022;9:00;;;;;;35889
dom;13/03/2022;10:00;23,2;0;118;;48,8;35901
dom;13/03/2022;11:00;24,2;0;118;0,5;659,7;35913
dom;13/03/2022;12:00;26,9;0;119;0;1262,3;35925
dom;13/03/2022;13:00;26,9;0,1;118;5,5;2195,7;35937
dom;13/03/2022;14:00;27,4;0,8;118;6,9;2234;35949
dom;13/03/2022;15:00;28,1;0,7;118;5,9;2342,7;35961
dom;13/03/2022;16:00;27,7;1,3;118;6,6;2178;35973
dom;13/03/2022;17:00;26,7;1,2;118;6,5;2151,7;35985
dom;13/03/2022;18:00;27,4;0,4;118;5,2;2037,7;35997
dom;13/03/2022;19:00;26,8;2,2;118;7,1;1149,2;36009
dom;13/03/2022;20:00;26,2;0,7;118;6,6;589,7;36021
dom;13/03/2022;21:00;26;1,8;118;7,4;134,7;36033
dom;13/03/2022;22:00;26,1;0,5;118;6,2;8,7;36045
dom;13/03/2022;23:00;26;1,8;118;6,9;;36057
seg;14/03/2022;0:00;26,4;1,9;118;7,1;;36069
seg;14/03/2022;1:00;26,3;1,1;118;6,9;;36081
seg;14/03/2022;2:00;26,4;2,1;118;6,2;;36093
seg;14/03/2022;3:00;26,3;0,2;118;6,2;;36105
seg;14/03/2022;4:00;26;0;118;4,9;;36117
seg;14/03/2022;5:00;25,9;0;118;0;;36129
seg;14/03/2022;6:00;25,9;0;118;0;;36141
seg;14/03/2022;7:00;26;0,7;118;5,8;;36153
seg;14/03/2022;8:00;25,7;0,8;118;6,5;;36165
seg;14/03/2022;9:00;25,7;1,4;118;7,6;;36177
seg;14/03/2022;10:00;26;0,1;118;5,9;41,2;36189
seg;14/03/2022;11:00;25,7;0,7;118;8,2;362,8;36201
seg;14/03/2022;12:00;23,9;3,3;120;11,8;514,3;36213
seg;14/03/2022;13:00;24,8;0,4;124;11,8;512;36225
seg;14/03/2022;14:00;25;0;124;4,3;448,1;36237
seg;14/03/2022;15:00;24,7;3,5;126;9,8;535,9;36249
seg;14/03/2022;16:00;26,3;0;158;9,8;1001,1;36261
seg;14/03/2022;17:00;26,2;0,9;163;7,6;496,5;36273
seg;14/03/2022;18:00;24,9;0,3;163;6,5;470;36285
seg;14/03/2022;19:00;24,8;0;169;6,1;198,8;36297
seg;14/03/2022;20:00;25,3;1,4;165;9;221,8;36309
seg;14/03/2022;21:00;25,6;0,8;160;7,2;139,9;36321
seg;14/03/2022;22:00;;;;;;36333
seg;14/03/2022;23:00;;;;;;36345
ter;15/03/2022;0:00;;;;;;36357
ter;15/03/2022;1:00;;;;;;36369
ter;15/03/2022;2:00;;;;;;36381
ter;15/03/2022;3:00;;;;;;36393
ter;15/03/2022;4:00;;;;;;36405
ter;15/03/2022;5:00;;;;;;36417
ter;15/03/2022;6:00;;;;;;36429
ter;15/03/2022;7:00;;;;;;36441
ter;15/03/2022;8:00;;;;;;36453
ter;15/03/2022;9:00;;;;;;36465
ter;15/03/2022;10:00;;;;;;36477
ter;15/03/2022;11:00;22,7;0;101;;54,2;36489
ter;15/03/2022;12:00;22,9;0;101;0;231,2;36501
ter;15/03/2022;13:00;23,6;0;101;0;462,7;36513
ter;15/03/2022;14:00;24;1;106;4,3;645;36525
ter;15/03/2022;15:00;24,9;0,9;107;6,5;1242,7;36537
ter;15/03/2022;16:00;25,2;1,6;107;6,8;1325,9;36549
ter;15/03/2022;17:00;24,5;0,9;107;6,1;1261,8;36561
ter;15/03/2022;18:00;24,6;1;171;6,4;776,2;36573
ter;15/03/2022;19:00;24,4;0,8;152;6,7;602,9;36585
ter;15/03/2022;20:00;24,7;1;151;5,5;436,8;36597
ter;15/03/2022;21:00;24,5;0;152;5;316,5;36609
ter;15/03/2022;22:00;24,5;0;155;3,9;17,3;36621
ter;15/03/2022;23:00;;;;;;36633
qua;16/03/2022;0:00;;;;;;36645
qua;16/03/2022;1:00;;;;;;36657
qua;16/03/2022;2:00;;;;;;36669
qua;16/03/2022;3:00;;;;;;36681
qua;16/03/2022;4:00;;;;;;36693
qua;16/03/2022;5:00;;;;;;36705
qua;16/03/2022;6:00;;;;;;36717
qua;16/03/2022;7:00;;;;;;36729
qua;16/03/2022;8:00;;;;;;36741
qua;16/03/2022;9:00;;;;;;36753
qua;16/03/2022;10:00;21,9;0;152;;26,8;36765
qua;16/03/2022;11:00;22,9;0;152;2;245,1;36777
qua;16/03/2022;12:00;24,4;0;152;0;511,5;36789
qua;16/03/2022;13:00;25,6;0,5;148;5,5;731,2;36801
qua;16/03/2022;14:00;26;0,9;146;6,5;1096,6;36813
qua;16/03/2022;15:00;26,8;0,7;135;7,5;1485,9;36825
qua;16/03/2022;16:00;26,8;2,1;129;6,8;1434,8;36837
qua;16/03/2022;17:00;26,2;0;129;5,4;1120,2;36849
qua;16/03/2022;18:00;26,2;0;129;4,6;699;36861
qua;16/03/2022;19:00;26,1;0,1;129;3,2;699,5;36873
qua;16/03/2022;20:00;25,6;0;129;2,7;344;36885
qua;16/03/2022;21:00;25,7;0;129;3,4;251,8;36897
qua;16/03/2022;22:00;25;0;129;3,4;23,4;36909
qua;16/03/2022;23:00;24,9;0;129;0;;36921
qui;17/03/2022;0:00;23,9;0;129;0;;36933
qui;17/03/2022;1:00;25,1;0;129;0;;36945
qui;17/03/2022;2:00;;;;;;36957
qui;17/03/2022;3:00;;;;;;36969
qui;17/03/2022;4:00;;;;;;36981
qui;17/03/2022;5:00;;;;;;36993
qui;17/03/2022;6:00;;;;;;37005
qui;17/03/2022;7:00;;;;;;37017
qui;17/03/2022;8:00;;;;;;37029
qui;17/03/2022;9:00;;;;;;37041
qui;17/03/2022;10:00;23,2;0;118;;82,7;37053
qui;17/03/2022;11:00;23,9;0;118;4,1;268,6;37065
qui;17/03/2022;12:00;25,8;0;118;1,2;635;37077
qui;17/03/2022;13:00;27,5;0;118;0;1336,4;37089
qui;17/03/2022;14:00;27,9;0,2;118;3,6;1853;37101
qui;17/03/2022;15:00;27,5;0,2;118;3,5;1960,6;37113
qui;17/03/2022;16:00;28,7;0,5;118;5,1;2435,4;37125
qui;17/03/2022;17:00;28,9;0,5;118;5,5;2456,3;37137
qui;17/03/2022;18:00;27;1;123;6,3;1383,7;37149
qui;17/03/2022;19:00;26,9;0,6;123;5,5;493,5;37161
qui;17/03/2022;20:00;26,7;0,5;124;5,4;266;37173
qui;17/03/2022;21:00;26,5;0;124;4,8;101,9;37185
qui;17/03/2022;22:00;26,5;0,6;123;5,1;11;37197
qui;17/03/2022;23:00;26;3,3;121;7,1;;37209
sex;18/03/2022;0:00;25,9;3,8;118;8,1;0,2;37221
sex;18/03/2022;1:00;25,3;0,5;118;8,1;0,2;37233
sex;18/03/2022;2:00;25,5;1,2;118;5,9;;37245
sex;18/03/2022;3:00;;;;;;37257
sex;18/03/2022;4:00;;;;;;37269
sex;18/03/2022;5:00;;;;;;37281
sex;18/03/2022;6:00;;;;;;37293
sex;18/03/2022;7:00;;;;;;37305
sex;18/03/2022;8:00;;;;;;37317
sex;18/03/2022;9:00;;;;;;37329
sex;18/03/2022;10:00;23,3;0;118;;53,7;37341
sex;18/03/2022;11:00;24,4;0;118;0,8;374,5;37353
sex;18/03/2022;12:00;25,7;0;118;0;618;37365
sex;18/03/2022;13:00;26,3;0;118;0,6;712,2;37377
sex;18/03/2022;14:00;27,3;0;118;1,3;997,3;37389
sex;18/03/2022;15:00;27,8;0,3;118;3,3;1609,9;37401
sex;18/03/2022;16:00;25,6;1,5;118;7,1;1800,5;37413
sex;18/03/2022;17:00;26,4;0,3;118;5;1387,6;37425
sex;18/03/2022;18:00;27,1;0;118;3,5;1331;37437
sex;18/03/2022;19:00;26,8;0;118;2,6;1364,1;37449
sex;18/03/2022;20:00;24,2;0,6;118;3,9;373,3;37461
sex;18/03/2022;21:00;24,5;0,1;118;6,7;90,6;37473
sex;18/03/2022;22:00;25;0,1;118;5,2;6,9;37485
sex;18/03/2022;23:00;25,2;0,3;118;5,1;3,3;37497
sáb;19/03/2022;0:00;24,7;0,1;118;6,6;0,9;37509
sáb;19/03/2022;1:00;24,3;0;118;4;;37521
sáb;19/03/2022;2:00;23,6;0;118;0;;37533
sáb;19/03/2022;3:00;23,5;0;118;0;0,2;37545
sáb;19/03/2022;4:00;23,1;0;118;0;;37557
sáb;19/03/2022;5:00;23,2;0;118;0;;37569
sáb;19/03/2022;6:00;;;;;;37581
sáb;19/03/2022;7:00;;;;;;37593
sáb;19/03/2022;8:00;;;;;;37605
sáb;19/03/2022;9:00;;;;;;37617
sáb;19/03/2022;10:00;22,5;0;118;;18,3;37629
sáb;19/03/2022;11:00;22,9;0;118;6,2;215,2;37641
sáb;19/03/2022;12:00;24,1;0;118;0;651;37653
sáb;19/03/2022;13:00;25,9;0;118;0,7;1044,6;37665
sáb;19/03/2022;14:00;27,7;0;118;0;1542;37677
sáb;19/03/2022;15:00;27,7;0,1;118;2,8;1732,3;37689
sáb;19/03/2022;16:00;27,7;0;118;5;1765,9;37701
sáb;19/03/2022;17:00;25,6;0;118;4,4;954,1;37713
sáb;19/03/2022;18:00;26,5;0;118;0;1180,2;37725
sáb;19/03/2022;19:00;27,4;0;118;2,1;1778,7;37737
sáb;19/03/2022;20:00;26,8;0;118;0;1064,1;37749
sáb;19/03/2022;21:00;26,3;0;118;3,2;457,4;37761
sáb;19/03/2022;22:00;26,1;0,4;118;5,1;25,1;37773
sáb;19/03/2022;23:00;26;0,4;118;5,1;;37785
dom;20/03/2022;0:00;25,9;0;118;4,2;;37797
dom;20/03/2022;1:00;25,6;0,1;118;4,1;;37809
dom;20/03/2022;2:00;25,6;0;118;4,7;;37821
dom;20/03/2022;3:00;25,7;0;118;0;;37833
dom;20/03/2022;4:00;25,5;0;118;0;;37845
dom;20/03/2022;5:00;25,3;0;118;3,5;;37857
dom;20/03/2022;6:00;24,2;0,1;118;2;;37869
dom;20/03/2022;7:00;24,3;0;118;4,5;;37881
dom;20/03/2022;8:00;;;;;;37893
dom;20/03/2022;9:00;;;;;;37905
dom;20/03/2022;10:00;23,9;0;118;;144,4;37917
dom;20/03/2022;11:00;24,6;0;118;0,3;857,4;37929
dom;20/03/2022;12:00;23,7;0;118;2,9;258;37941
dom;20/03/2022;13:00;27,2;0;118;0,5;1658,8;37953
dom;20/03/2022;14:00;27,8;0,1;118;2,6;2627,6;37965
dom;20/03/2022;15:00;27,9;0,1;118;4,1;2531,8;37977
dom;20/03/2022;16:00;27,5;0,4;118;5,2;2424,7;37989
dom;20/03/2022;17:00;28,2;1,5;118;5,3;2407,9;38001
dom;20/03/2022;18:00;28,1;0,7;118;5,9;2698,7;38013
dom;20/03/2022;19:00;26,7;0,9;118;4,9;807,8;38025
dom;20/03/2022;20:00;26,6;0;118;4,1;412,1;38037
dom;20/03/2022;21:00;26,3;0;118;2,6;147,3;38049
dom;20/03/2022;22:00;26;0;118;0;5,7;38061
dom;20/03/2022;23:00;25;0;118;5,6;;38073
seg;21/03/2022;0:00;25,4;0;118;0;;38085
seg;21/03/2022;1:00;24,7;3;118;6,8;;38097
seg;21/03/2022;2:00;24,6;0;118;6,6;;38109
seg;21/03/2022;3:00;23,7;1,5;118;7,6;;38121
seg;21/03/2022;4:00;23,9;0;118;6,6;;38133
seg;21/03/2022;5:00;24;0;118;0;;38145
seg;21/03/2022;6:00;22,8;0;118;9,1;1,9;38157
seg;21/03/2022;7:00;;;;;;38169
seg;21/03/2022;8:00;;;;;;38181
seg;21/03/2022;9:00;;;;;;38193
seg;21/03/2022;10:00;23,6;0,6;118;;12,4;38205
seg;21/03/2022;11:00;24,1;0;118;3,3;172;38217
seg;21/03/2022;12:00;26,4;0;118;0;896,8;38229
seg;21/03/2022;13:00;27,5;0;118;2,1;2493,3;38241
seg;21/03/2022;14:00;28,7;0,2;118;3,5;2674,4;38253
seg;21/03/2022;15:00;29,6;1,5;121;4,6;2748,5;38265
seg;21/03/2022;16:00;28,3;1,4;118;5,4;2533,2;38277
seg;21/03/2022;17:00;28,3;1,2;118;5,4;2426,4;38289
seg;21/03/2022;18:00;28,1;1,5;118;6,1;2755,2;38301
seg;21/03/2022;19:00;28,3;0,9;118;6,3;2704,1;38313
seg;21/03/2022;20:00;27,1;0,7;118;6,2;793,8;38325
seg;21/03/2022;21:00;26,5;0;118;5,6;70,7;38337
seg;21/03/2022;22:00;26,4;0;118;2,7;;38349
seg;21/03/2022;23:00;26,4;0;118;3,6;;38361
ter;22/03/2022;0:00;26,1;0;118;3,7;;38373
ter;22/03/2022;1:00;23;0,6;118;4,9;;38385
ter;22/03/2022;2:00;23,4;0;118;5,9;0,6;38397
ter;22/03/2022;3:00;23,4;0,8;122;4,7;;38409
ter;22/03/2022;4:00;23,2;0;124;4,7;;38421
ter;22/03/2022;5:00;23,5;0;124;0;;38433
ter;22/03/2022;6:00;23,6;0;124;0;;38445
ter;22/03/2022;7:00;23,8;0;124;0;;38457
ter;22/03/2022;8:00;23,7;0;124;0;;38469
ter;22/03/2022;9:00;23,8;0;124;0;;38481
ter;22/03/2022;10:00;23,6;0;124;0;50,1;38493
ter;22/03/2022;11:00;24,3;0;124;0;220,5;38505
ter;22/03/2022;12:00;25,1;0;124;0;324,2;38517
ter;22/03/2022;13:00;24,2;0;124;5,7;288,9;38529
ter;22/03/2022;14:00;24,4;0;124;0;415,9;38541
ter;22/03/2022;15:00;24,8;0,1;124;2,3;634,6;38553
ter;22/03/2022;16:00;23,8;0;124;2,3;436,1;38565
ter;22/03/2022;17:00;25,3;0,1;124;3,1;686,3;38577
ter;22/03/2022;18:00;26,4;2,2;124;6,1;1809,7;38589
ter;22/03/2022;19:00;26,2;2;124;7;1216,2;38601
ter;22/03/2022;20:00;25,8;0,8;124;7;782,5;38613
ter;22/03/2022;21:00;25,2;0,2;124;6,1;181,5;38625
ter;22/03/2022;22:00;24,9;1,1;124;6,2;5,3;38637
ter;22/03/2022;23:00;25;0;124;6;;38649
qua;23/03/2022;0:00;25,2;0,9;124;4,4;;38661
qua;23/03/2022;1:00;25,2;0;125;6,3;;38673
qua;23/03/2022;2:00;;;;;;38685
qua;23/03/2022;3:00;;;;;;38697
qua;23/03/2022;4:00;;;;;;38709
qua;23/03/2022;5:00;;;;;;38721
qua;23/03/2022;6:00;;;;;;38733
qua;23/03/2022;7:00;;;;;;38745
qua;23/03/2022;8:00;;;;;;38757
qua;23/03/2022;9:00;;;;;;38769
qua;23/03/2022;10:00;;;;;;38781
qua;23/03/2022;11:00;;;;;;38793
qua;23/03/2022;12:00;;;;;;38805
qua;23/03/2022;13:00;;;;;;38817
qua;23/03/2022;14:00;;;;;;38829
qua;23/03/2022;15:00;;;;;;38841
qua;23/03/2022;16:00;;;;;;38853
qua;23/03/2022;17:00;25,2;0;129;6,3;769,4;38865
qua;23/03/2022;18:00;26,3;0,2;129;5,3;1764,7;38877
qua;23/03/2022;19:00;26;0,4;129;5,3;747,5;38889
qua;23/03/2022;20:00;23,7;0;129;7,7;214,3;38901
qua;23/03/2022;21:00;24,7;2,5;129;6,9;45,3;38913
qua;23/03/2022;22:00;;;;;;38925
qua;23/03/2022;23:00;;;;;;38937
qui;24/03/2022;0:00;;;;;;38949
qui;24/03/2022;1:00;;;;;;38961
qui;24/03/2022;2:00;;;;;;38973
qui;24/03/2022;3:00;;;;;;38985
qui;24/03/2022;4:00;;;;;;38997
qui;24/03/2022;5:00;;;;;;39009
qui;24/03/2022;6:00;;;;;;39021
qui;24/03/2022;7:00;;;;;;39033
qui;24/03/2022;8:00;;;;;;39045
qui;24/03/2022;9:00;;;;;;39057
qui;24/03/2022;10:00;;;;;;39069
qui;24/03/2022;11:00;23;0;130;0;122,8;39081
qui;24/03/2022;12:00;24,5;0;134;0;543,5;39093
qui;24/03/2022;13:00;23,5;3,8;128;8,2;531,2;39105
qui;24/03/2022;14:00;23,9;2,2;137;8,2;232,3;39117
qui;24/03/2022;15:00;24,9;0;138;9;686,6;39129
qui;24/03/2022;16:00;26,5;1,5;124;5,7;1457,2;39141
qui;24/03/2022;17:00;25,7;0;124;5,5;1213;39153
qui;24/03/2022;18:00;25,7;0;180;2,5;780,8;39165
qui;24/03/2022;19:00;25,7;1,6;124;5,7;541,3;39177
qui;24/03/2022;20:00;25,7;0,9;124;5,3;344,5;39189
qui;24/03/2022;21:00;25,5;0;124;5,2;156,1;39201
qui;24/03/2022;22:00;;;;;;39213
qui;24/03/2022;23:00;;;;;;39225
sex;25/03/2022;0:00;;;;;;39237
sex;25/03/2022;1:00;;;;;;39249
sex;25/03/2022;2:00;;;;;;39261
sex;25/03/2022;3:00;;;;;;39273
sex;25/03/2022;4:00;;;;;;39285
sex;25/03/2022;5:00;;;;;;39297
sex;25/03/2022;6:00;;;;;;39309
sex;25/03/2022;7:00;;;;;;39321
sex;25/03/2022;8:00;;;;;;39333
sex;25/03/2022;9:00;;;;;;39345
sex;25/03/2022;10:00;22,8;0;183;;37,5;39357
sex;25/03/2022;11:00;22,9;0;231;0;89,4;39369
sex;25/03/2022;12:00;23,1;0;231;0;78,1;39381
sex;25/03/2022;13:00;23,2;0;231;0;237,8;39393
sex;25/03/2022;14:00;24,1;0;153;0;627,3;39405
sex;25/03/2022;15:00;25,9;0;195;0;1218,2;39417
sex;25/03/2022;16:00;26,7;0;231;0;2098;39429
sex;25/03/2022;17:00;26,8;0;231;4;2457,5;39441
sex;25/03/2022;18:00;26,7;0,1;231;4,4;2102,9;39453
sex;25/03/2022;19:00;26,9;0,4;231;4,6;1433,9;39465
sex;25/03/2022;20:00;26,1;0;231;3,8;1014,1;39477
sex;25/03/2022;21:00;25,5;0;231;1,6;354,8;39489
sex;25/03/2022;22:00;25;0;231;0;9,1;39501
sex;25/03/2022;23:00;;;;;;39513
sáb;26/03/2022;0:00;;;;;;39525
sáb;26/03/2022;1:00;;;;;;39537
sáb;26/03/2022;2:00;;;;;;39549
sáb;26/03/2022;3:00;;;;;;39561
sáb;26/03/2022;4:00;;;;;;39573
sáb;26/03/2022;5:00;;;;;;39585
sáb;26/03/2022;6:00;;;;;;39597
sáb;26/03/2022;7:00;;;;;;39609
sáb;26/03/2022;8:00;;;;;;39621
sáb;26/03/2022;9:00;;;;;;39633
sáb;26/03/2022;10:00;22,9;0;231;;11,1;39645
sáb;26/03/2022;11:00;23,2;0;231;0;178,8;39657
sáb;26/03/2022;12:00;23,3;0;236;4,7;238;39669
sáb;26/03/2022;13:00;23,6;0;236;0;417,5;39681
sáb;26/03/2022;14:00;24,4;0;236;4,6;707,7;39693
sáb;26/03/2022;15:00;24,5;0;236;4,6;799;39705
sáb;26/03/2022;16:00;25,5;0;236;0;1077;39717
sáb;26/03/2022;17:00;26,4;0;236;3,2;1618,3;39729
sáb;26/03/2022;18:00;27,3;0;236;4,6;1813,4;39741
sáb;26/03/2022;19:00;26,9;0,1;236;4,1;2348,8;39753
sáb;26/03/2022;20:00;25,9;0;231;3,2;844;39765
sáb;26/03/2022;21:00;25,5;0;231;1,4;245,1;39777
